PAID,DATE,NGB Name,SPORT,Budget
"141,345.00",09/07/2009,British Canoe Union,Canoeing,Exchequer
"25,000.00",09/07/2009,British Athletes Commission,,Exchequer
"179,563.00",09/07/2009,British Cycling Federation,Cycling,Exchequer
858.00,09/07/2009,British Cycling Federation,Cycling - Paralympic,Lottery
"21,238.00",09/07/2009,British Cycling Federation,Cycling - Paralympic,Lottery
"5,742.00",09/07/2009,The Tennis Foundation,Disability Tennis,Lottery
"26,046.00",09/07/2009,British Cycling Federation,Cycling - Paralympic,Exchequer
"8,019.00",09/07/2009,The Tennis Foundation,Disability Tennis,Exchequer
"11,141.00",09/07/2009,British Blind Sport - Goalball,,Lottery
"31,250.00",09/07/2009,British Orienteering Federation,,Exchequer
"757,732.00",09/07/2009,English Institute of Sport Company,,Exchequer
"56,250.00",09/07/2009,Sport Resolutions UK,,Exchequer
"37,500.00",09/07/2009,British Paralympic Performance Services Ltd,,Exchequer
"62,000.00",09/07/2009,British Water Ski Federation,,Exchequer
"658,148.00",09/07/2009,Sports Coach UK,,Exchequer
"7,450.00",09/07/2009,World Class Lifting (Paralympic),Powerlifting,Lottery
"15,777.00",09/07/2009,World Class Lifting (Paralympic),Powerlifting,Exchequer
"44,462.00",09/07/2009,British Performance Basketball Ltd,Basketball,Lottery
"181,691.00",09/07/2009,British Performance Basketball Ltd,Basketball,Lottery
"15,800.00",09/07/2009,World Class Lifting,Weightlifting,Lottery
"13,606.00",09/07/2009,World Class Lifting (Paralympic),Powerlifting,Lottery
"119,894.00",21/07/2009,sportscotland,,Exchequer
"64,500.00",21/07/2009,Sports Council for Wales,,Exchequer
"46,022.00",12/08/2009,British Swimming,Para Swimming,Lottery
"17,408.00",12/08/2009,British Swimming,Para Swimming,Lottery
"21,424.00",12/08/2009,British Equestrian Federation,Paralympic Equestrian,Lottery
"19,142.00",12/08/2009,British Equestrian Federation,Equestrian,Lottery
"203,326.00",12/08/2009,British Swimming,Swimming,Exchequer
"52,206.00",12/08/2009,British Swimming,Diving,Exchequer
"50,799.00",12/08/2009,British Swimming,Diving,Lottery
"122,463.00",12/08/2009,England Hockey,Hockey,Exchequer
"4,942.00",12/08/2009,British Rowing,Rowing - Adaptive,Lottery
"38,283.00",12/08/2009,British Rowing,Rowing,Lottery
"32,496.00",12/08/2009,Uk Athletics,Disability Athletics,Lottery
"415,954.00",12/08/2009,Uk Athletics,Athletics,Lottery
"12,400.00",12/08/2009,Uk Athletics,Athletics,Lottery
"28,197.00",12/08/2009,British Swimming,Synchronised Swimming,Lottery
"5,217.00",12/08/2009,British Swimming,Diving,Lottery
"26,987.00",12/08/2009,British Swimming,Synchronised Swimming,Exchequer
"119,514.00",12/08/2009,British Performance Basketball Ltd,Basketball,Exchequer
"74,376.00",12/08/2009,Badminton England,Badminton,Exchequer
"90,716.00",12/08/2009,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"6,609.00",12/08/2009,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"4,867.00",12/08/2009,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"66,384.00",12/08/2009,British Judo Association,Judo,Exchequer
"67,311.00",12/08/2009,British Judo Association,Judo,Lottery
"8,064.00",12/08/2009,British Judo Association,Judo - Visually Impaired,Lottery
"9,441.00",12/08/2009,British Judo Association,Judo - Visually Impaired,Exchequer
"33,665.00",12/08/2009,Grand National Archery Society,Archery,Lottery
"14,167.00",12/08/2009,Grand National Archery Society,Archery - Paralympic,Lottery
"8,032.00",12/08/2009,British Shooting,Target Shooting,Lottery
"55,633.00",12/08/2009,British Handball Association,Handball,Lottery
"55,070.00",12/08/2009,British Amateur Boxing Association Ltd,Boxing,Lottery
"23,046.00",12/08/2009,Great Britain Boccia,Boccia,Lottery
"16,029.00",12/08/2009,Great Britain Boccia,Boccia,Exchequer
"47,667.00",12/08/2009,British Olympic Table Tennis Federation,Table Tennis (GB),Lottery
"38,976.00",12/08/2009,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"16,789.00",12/08/2009,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"38,187.00",12/08/2009,Sport Taekwondo Limited,Taekwondo,Exchequer
"2,454.00",12/08/2009,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"6,258.00",12/08/2009,British Triathlon Federation,Triathlon,Lottery
"22,600.00",12/08/2009,Uk Athletics,Disability Athletics,Lottery
"10,239.00",12/08/2009,Royal Yachting Association,Sailing - Paralympic,Lottery
"60,307.00",12/08/2009,British Swimming,Para Swimming,Exchequer
"116,239.00",12/08/2009,British Equestrian Federation,Equestrian,Exchequer
"25,150.00",12/08/2009,British Equestrian Federation,Paralympic Equestrian,Exchequer
"104,320.00",12/08/2009,England Hockey,Hockey,Lottery
"148,799.00",12/08/2009,British Equestrian Federation,Equestrian,Lottery
"47,335.00",12/08/2009,Uk Athletics,Disability Athletics,Exchequer
"16,341.00",12/08/2009,British Rowing,Rowing - Adaptive,Lottery
"63,357.00",12/08/2009,Badminton England,Badminton,Lottery
"15,696.00",12/08/2009,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"2,475.00",12/08/2009,British Judo Association,Judo - Visually Impaired,Lottery
"7,408.00",12/08/2009,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"68,467.00",12/08/2009,British Amateur Boxing Association Ltd,Boxing,Exchequer
"3,708.00",12/08/2009,Royal Yachting Association,Sailing - Paralympic,Lottery
"24,048.00",12/08/2009,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"279,247.00",12/08/2009,British Swimming,Swimming,Lottery
"16,681.00",12/08/2009,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"46,246.00",12/08/2009,British Triathlon Federation,Triathlon,Exchequer
"32,725.00",12/08/2009,Royal Yachting Association,Sailing,Lottery
"16,029.00",12/08/2009,British Rowing,Rowing - Adaptive,Exchequer
"9,258.00",12/08/2009,British Equestrian Federation,Paralympic Equestrian,Lottery
"38,277.00",12/08/2009,Grand National Archery Society,Archery,Exchequer
"131,221.00",12/08/2009,Royal Yachting Association,Sailing,Lottery
"77,276.00",12/08/2009,British Gymnastics,Gymnastics - Women's Artistic,Lottery
"1,853.00",12/08/2009,Great Britain Boccia,Boccia,Lottery
"12,019.00",12/08/2009,Royal Yachting Association,Sailing - Paralympic,Exchequer
"17,292.00",12/08/2009,British Swimming,Swimming,Lottery
"199,296.00",12/08/2009,Royal Yachting Association,Sailing,Exchequer
"451,996.00",12/08/2009,British Rowing,Rowing,Lottery
"61,770.00",12/08/2009,British Swimming,Water Polo,Lottery
"27,598.00",12/08/2009,British Triathlon Federation,Triathlon,Lottery
"24,951.00",12/08/2009,Sport Taekwondo Limited,Taekwondo,Lottery
"21,647.00",12/08/2009,British Wrestling Association,Wrestling,Lottery
"15,129.00",12/08/2009,Grand National Archery Society,Archery - Paralympic,Exchequer
"266,456.00",12/08/2009,British Cycling Federation,Cycling,Lottery
"15,003.00",12/08/2009,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"46,728.00",12/08/2009,Pentathlon GB,Modern Pentathlon,Lottery
"42,763.00",12/08/2009,British Fencing Association,Fencing,Lottery
"34,575.00",12/08/2009,British Canoe Union,Canoeing,Lottery
"88,997.00",12/08/2009,British Canoe Union,Canoeing,Lottery
"12,780.00",12/08/2009,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"6,417.00",12/08/2009,British Cycling Federation,Cycling,Lottery
"55,094.00",12/08/2009,Pentathlon GB,Modern Pentathlon,Exchequer
"141,345.00",12/08/2009,British Canoe Union,Canoeing,Exchequer
"179,563.00",12/08/2009,British Cycling Federation,Cycling,Exchequer
858.00,12/08/2009,British Cycling Federation,Cycling - Paralympic,Lottery
"21,238.00",12/08/2009,British Cycling Federation,Cycling - Paralympic,Lottery
"5,742.00",12/08/2009,The Tennis Foundation,Disability Tennis,Lottery
"26,046.00",12/08/2009,British Cycling Federation,Cycling - Paralympic,Exchequer
"8,019.00",12/08/2009,The Tennis Foundation,Disability Tennis,Exchequer
"11,141.00",12/08/2009,British Blind Sport - Goalball,,Lottery
"946,517.00",12/08/2009,English Institute of Sport Company,,Exchequer
"37,500.00",12/08/2009,British Paralympic Performance Services Ltd,,Exchequer
"164,537.00",12/08/2009,Sports Coach UK,,Exchequer
"7,450.00",12/08/2009,World Class Lifting (Paralympic),Powerlifting,Lottery
"15,777.00",12/08/2009,World Class Lifting (Paralympic),Powerlifting,Exchequer
"44,462.00",12/08/2009,British Performance Basketball Ltd,Basketball,Lottery
"35,708.00",12/08/2009,British Performance Basketball Ltd,Basketball,Lottery
"15,800.00",12/08/2009,World Class Lifting,Weightlifting,Lottery
"13,606.00",12/08/2009,World Class Lifting (Paralympic),Powerlifting,Lottery
"33,333.00",12/08/2009,British Swimming,Swimming,Exchequer
"46,022.00",09/09/2009,British Swimming,Para Swimming,Lottery
"17,408.00",09/09/2009,British Swimming,Para Swimming,Lottery
"21,424.00",09/09/2009,British Equestrian Federation,Paralympic Equestrian,Lottery
"19,142.00",09/09/2009,British Equestrian Federation,Equestrian,Lottery
"203,326.00",09/09/2009,British Swimming,Swimming,Exchequer
"52,206.00",09/09/2009,British Swimming,Diving,Exchequer
"50,799.00",09/09/2009,British Swimming,Diving,Lottery
"122,463.00",09/09/2009,England Hockey,Hockey,Exchequer
"55,474.00",09/09/2009,British Volleyball Federation,Volleyball,Lottery
"15,822.00",09/09/2009,British Volleyball Federation,Paralympic Volleyball,Lottery
"4,942.00",09/09/2009,British Rowing,Rowing - Adaptive,Lottery
"38,283.00",09/09/2009,British Rowing,Rowing,Lottery
"32,496.00",09/09/2009,Uk Athletics,Disability Athletics,Lottery
"415,954.00",09/09/2009,Uk Athletics,Athletics,Lottery
"12,400.00",09/09/2009,Uk Athletics,Athletics,Lottery
"28,197.00",09/09/2009,British Swimming,Synchronised Swimming,Lottery
"5,217.00",09/09/2009,British Swimming,Diving,Lottery
"26,987.00",09/09/2009,British Swimming,Synchronised Swimming,Exchequer
"74,376.00",09/09/2009,Badminton England,Badminton,Exchequer
"90,716.00",09/09/2009,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"6,609.00",09/09/2009,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"4,867.00",09/09/2009,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"66,384.00",09/09/2009,British Judo Association,Judo,Exchequer
"67,311.00",09/09/2009,British Judo Association,Judo,Lottery
"8,064.00",09/09/2009,British Judo Association,Judo - Visually Impaired,Lottery
"9,441.00",09/09/2009,British Judo Association,Judo - Visually Impaired,Exchequer
"33,665.00",09/09/2009,Grand National Archery Society,Archery,Lottery
"14,167.00",09/09/2009,Grand National Archery Society,Archery - Paralympic,Lottery
"8,032.00",09/09/2009,British Shooting,Target Shooting,Lottery
"55,633.00",09/09/2009,British Handball Association,Handball,Lottery
"55,070.00",09/09/2009,British Amateur Boxing Association Ltd,Boxing,Lottery
"23,046.00",09/09/2009,Great Britain Boccia,Boccia,Lottery
"16,029.00",09/09/2009,Great Britain Boccia,Boccia,Exchequer
"47,667.00",09/09/2009,British Olympic Table Tennis Federation,Table Tennis (GB),Lottery
"38,976.00",09/09/2009,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"16,789.00",09/09/2009,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"38,187.00",09/09/2009,Sport Taekwondo Limited,Taekwondo,Exchequer
"2,454.00",09/09/2009,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"6,258.00",09/09/2009,British Triathlon Federation,Triathlon,Lottery
"22,600.00",09/09/2009,Uk Athletics,Disability Athletics,Lottery
"10,239.00",09/09/2009,Royal Yachting Association,Sailing - Paralympic,Lottery
"60,307.00",09/09/2009,British Swimming,Para Swimming,Exchequer
"116,239.00",09/09/2009,British Equestrian Federation,Equestrian,Exchequer
"25,150.00",09/09/2009,British Equestrian Federation,Paralympic Equestrian,Exchequer
"104,320.00",09/09/2009,England Hockey,Hockey,Lottery
"148,799.00",09/09/2009,British Equestrian Federation,Equestrian,Lottery
"47,335.00",09/09/2009,Uk Athletics,Disability Athletics,Exchequer
"16,341.00",09/09/2009,British Rowing,Rowing - Adaptive,Lottery
"63,357.00",09/09/2009,Badminton England,Badminton,Lottery
"15,696.00",09/09/2009,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"2,475.00",09/09/2009,British Judo Association,Judo - Visually Impaired,Lottery
"7,408.00",09/09/2009,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"11,409.00",09/09/2009,British Volleyball Federation,Volleyball,Lottery
"68,467.00",09/09/2009,British Amateur Boxing Association Ltd,Boxing,Exchequer
"3,708.00",09/09/2009,Royal Yachting Association,Sailing - Paralympic,Lottery
"24,048.00",09/09/2009,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"279,247.00",09/09/2009,British Swimming,Swimming,Lottery
"16,681.00",09/09/2009,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"46,246.00",09/09/2009,British Triathlon Federation,Triathlon,Exchequer
"32,725.00",09/09/2009,Royal Yachting Association,Sailing,Lottery
"16,029.00",09/09/2009,British Rowing,Rowing - Adaptive,Exchequer
"9,258.00",09/09/2009,British Equestrian Federation,Paralympic Equestrian,Lottery
"38,277.00",09/09/2009,Grand National Archery Society,Archery,Exchequer
"131,221.00",09/09/2009,Royal Yachting Association,Sailing,Lottery
"77,276.00",09/09/2009,British Gymnastics,Gymnastics - Women's Artistic,Lottery
"1,853.00",09/09/2009,Great Britain Boccia,Boccia,Lottery
"12,019.00",09/09/2009,Royal Yachting Association,Sailing - Paralympic,Exchequer
"17,292.00",09/09/2009,British Swimming,Swimming,Lottery
"199,296.00",09/09/2009,Royal Yachting Association,Sailing,Exchequer
"451,996.00",09/09/2009,British Rowing,Rowing,Lottery
"61,770.00",09/09/2009,British Swimming,Water Polo,Lottery
"41,098.00",09/09/2009,British Triathlon Federation,Triathlon,Lottery
"24,951.00",09/09/2009,Sport Taekwondo Limited,Taekwondo,Lottery
"21,647.00",09/09/2009,British Wrestling Association,Wrestling,Lottery
"15,129.00",09/09/2009,Grand National Archery Society,Archery - Paralympic,Exchequer
"266,456.00",09/09/2009,British Cycling Federation,Cycling,Lottery
"15,003.00",09/09/2009,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"46,728.00",09/09/2009,Pentathlon GB,Modern Pentathlon,Lottery
"42,763.00",09/09/2009,British Fencing Association,Fencing,Lottery
"34,575.00",09/09/2009,British Canoe Union,Canoeing,Lottery
"88,997.00",09/09/2009,British Canoe Union,Canoeing,Lottery
"12,780.00",09/09/2009,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"6,417.00",09/09/2009,British Cycling Federation,Cycling,Lottery
"55,094.00",09/09/2009,Pentathlon GB,Modern Pentathlon,Exchequer
"141,345.00",09/09/2009,British Canoe Union,Canoeing,Exchequer
"179,563.00",09/09/2009,British Cycling Federation,Cycling,Exchequer
858.00,09/09/2009,British Cycling Federation,Cycling - Paralympic,Lottery
"21,238.00",09/09/2009,British Cycling Federation,Cycling - Paralympic,Lottery
"5,742.00",09/09/2009,The Tennis Foundation,Disability Tennis,Lottery
"26,046.00",09/09/2009,British Cycling Federation,Cycling - Paralympic,Exchequer
"8,019.00",09/09/2009,The Tennis Foundation,Disability Tennis,Exchequer
"11,141.00",09/09/2009,British Blind Sport - Goalball,,Lottery
"754,240.00",09/09/2009,English Institute of Sport Company,,Exchequer
"37,500.00",09/09/2009,British Paralympic Performance Services Ltd,,Exchequer
"164,537.00",09/09/2009,Sports Coach UK,,Exchequer
"7,450.00",09/09/2009,World Class Lifting (Paralympic),Powerlifting,Lottery
"15,777.00",09/09/2009,World Class Lifting (Paralympic),Powerlifting,Exchequer
"15,800.00",09/09/2009,World Class Lifting,Weightlifting,Lottery
"13,606.00",09/09/2009,World Class Lifting (Paralympic),Powerlifting,Lottery
"19,065.00",09/09/2009,British Ski and Snowboard,Skiing,Lottery
"33,333.00",09/09/2009,British Swimming,Swimming,Exchequer
"20,000.00",05/08/2009,British Swimming,Para Swimming,Exchequer
"10,000.00",29/07/2009,British Wrestling Association,Wrestling,Lottery
"159,477.00",12/10/2009,British Bob Skeleton Association,Skeleton,Lottery
"29,460.00",12/10/2009,British Bob Skeleton Association,Skeleton,Exchequer
"121,688.00",12/10/2009,British Swimming,Para Swimming,Lottery
"17,408.00",12/10/2009,British Swimming,Para Swimming,Lottery
"33,333.00",12/10/2009,British Swimming,Swimming,Exchequer
"21,424.00",12/10/2009,British Equestrian Federation,Paralympic Equestrian,Lottery
"19,142.00",12/10/2009,British Equestrian Federation,Equestrian,Lottery
"203,326.00",12/10/2009,British Swimming,Swimming,Exchequer
"52,206.00",12/10/2009,British Swimming,Diving,Exchequer
"34,132.00",12/10/2009,British Swimming,Diving,Lottery
"122,463.00",12/10/2009,England Hockey,Hockey,Exchequer
"4,942.00",12/10/2009,British Rowing,Rowing - Adaptive,Lottery
"38,283.00",12/10/2009,British Rowing,Rowing,Lottery
"32,496.00",12/10/2009,Uk Athletics,Disability Athletics,Lottery
"415,954.00",12/10/2009,Uk Athletics,Athletics,Lottery
